timestamp,x,y,theta,vx,vy,omega,leftVel,rightVel,imuYaw,gyroZ,accelX,accelY
4083874260,0,0,0.160729,0,0,0.00545455,0,0,10.13,0.06,0,0.02
4083874360,0,0,0.168907,0,0,0.00384529,0,0,10.13,0.06,0,0.03
4083874463,0,0,0.171899,0,0,0.000307919,0,0,10.13,0,0,0.01
4083874563,0,0,0.173282,0,0,-0.00391586,0,0,10.13,-0.06,0,0
4083874663,0,0,0.174169,0,0,-0.00364868,0,0,10.13,-0.06,0,0.02
4083874763,0,0,0.175015,0,0,0.00335126,0,0,10.13,0.06,0,0
4083874863,0,0,0.175644,0,0,0.00358209,0,0,10.13,0.06,0.01,0.02
4083874966,0,0,0.175737,0,0,-0.00739388,0,0,10.13,-0.13,0,0.03
4083875096,0,0,0.175872,0,0,-0.00371787,0,0,10.13,-0.06,0,0.02
4083875163,0,0,0.176097,0,0,-0.00297387,0,0,10.13,0,0,0.05
4083875263,0,0,0.176054,0,0,-0.00399699,0,0,10.13,-0.06,-0.02,0.01
4083875363,0,0,0.176227,0,0,-0.000319712,0,0,10.13,0,0,0.02
4083875463,0,0,0.176907,0,0,0.00851956,0,0,10.13,0.13,-0.01,0.04
4083875563,0,0,0.177076,0,0,0.00380216,0,0,10.13,0.06,0,0.01
4083875664,0,0,0.177417,0,0,0.0111298,0,0,10.13,0.19,0,0
4083875763,0,0,0.177431,0,0,0.00384456,0,0,10.13,0.06,0,0
4083875863,0,0,0.177289,0,0,0.000307535,0,0,10.13,0,0,0.02
4083875964,0,0,0.177381,0,0,0.00392288,0,0,10.13,0.06,0,0.02
4083876064,0,0,0.177566,0,0,0.0077524,0,0,10.13,0.13,0,0.02
4083876164,0,0,0.17728,0,0,-0.00321288,0,0,10.13,-0.06,0,0.02
4083876264,0,0,0.177499,0,0,0.0108766,0,0,10.13,0.19,-0.01,0.03
4083876364,0,0,0.177488,0,0,0.0038355,0,0,10.13,0.06,0,0.03
4083876463,0,0,0.177571,0,0,0.00764413,0,0,10.13,0.13,0,0.02
4083876563,0,0,0.177521,0,0,0.00372632,0,0,10.13,0.06,0,0.01
4083876663,0,0,0.177461,0,0,0.00359407,0,0,10.13,0.06,0,0.02
4083876764,0,0,0.177417,0,0,0.00358961,0,0,10.13,0.06,0,0.04
4083876863,0,0,0.177158,0,0,-0.00334714,0,0,10.13,-0.06,0,0.01
4083876963,0,0,0.177038,0,0,-0.000267786,0,0,10.13,0,-0.01,0.01
4083877063,0,0,0.176751,0,0,-0.00392177,0,0,10.13,-0.06,0,0.03
4083877163,0,0,0.176736,0,0,-0.000313736,0,0,10.13,0,-0.01,0.03
4083877263,0,0,0.17651,0,0,-0.00394479,0,0,10.13,-0.06,0,0.01
4083877363,0,0,0.176415,0,0,-0.00365091,0,0,10.13,-0.06,0,0
4083877463,0,0,0.176623,0,0,0.00335129,0,0,10.13,0.06,0,0.02
4083877561,0,0,0.176807,0,0,0.00358207,0,0,10.13,0.06,0,0.01
4083877663,0,0,0.176832,0,0,0.000286564,0,0,10.13,0,0,0.01
4083877763,0,0,0.176344,0,0,-0.00847312,0,0,10.13,-0.13,-0.01,0.04
4083877864,0,0,0.176571,0,0,0.00323775,0,0,10.13,0.06,0,0.03
4083877963,0,0,0.176657,0,0,0.000259029,0,0,10.13,0,0,0.03
4083878063,0,0,0.176698,0,0,2.07378e-05,0,0,10.13,0,0,0
4083878163,0,0,0.177051,0,0,0.00412743,0,0,10.13,0.06,0,0.03
4083878265,0,0,0.176827,0,0,-0.00340588,0,0,10.13,-0.06,-0.02,0.03
4083878364,0,0,0.176671,0,0,-0.00359117,0,0,10.13,-0.06,0,0.03
4083878464,0,0,0.176804,0,0,0.00334807,0,0,10.13,0.06,0,0.02
4083878563,0,0,0.176708,0,0,-0.0033554,0,0,10.13,-0.06,0,0.01
4083878664,0,0,0.176709,0,0,-0.00268426,0,0,10.13,0,-0.01,0.06
4083878764,0,0,0.176501,0,0,-0.00398896,0,0,10.13,-0.06,0,0.01
4083878863,0,0,0.176709,0,0,0.00338613,0,0,10.13,0.06,-0.01,0.01
4083878964,0,0,0.176759,0,0,0.000270893,0,0,10.13,0,0,0.01
4083879064,0,0,0.176545,0,0,-0.00390925,0,0,10.13,-0.06,0,0.02
4083879163,0,0,0.177066,0,0,0.0110122,0,0,10.13,0.19,-0.01,0.01
4083879265,0,0,0.17679,0,0,-0.0071561,0,0,10.13,-0.13,0,0.04
4083879363,0,0,0.176741,0,0,-0.000572484,0,0,10.13,0,0,0
4083879464,0,0,0.176753,0,0,-4.57917e-05,0,0,10.13,0,0,0.02
4083879563,0,0,0.176444,0,0,-0.00412692,0,0,10.13,-0.06,-0.01,0.02
4083879664,0,0,0.176511,0,0,-0.000330125,0,0,10.13,0,0,-0.01
4083879764,0,0,0.176587,0,0,-2.6373e-05,0,0,10.13,0,0,0.03
4083879863,0,0,0.17699,0,0,0.00414166,0,0,10.13,0.06,-0.02,0.03
4083879966,0,0,0.176969,0,0,0.000331315,0,0,10.13,0,0,0.02
4083880064,0,0,0.176926,0,0,2.64835e-05,0,0,10.13,0,0,0.03
4083880163,0,0,0.177239,0,0,0.00414336,0,0,10.13,0.06,-0.01,0.04
4083880263,0,0,0.177323,0,0,0.00367861,0,0,10.13,0.06,0,0
4083880364,0,0,0.177334,0,0,0.00360052,0,0,10.13,0.06,0,0
4083880464,0,0,0.176719,0,0,-0.0143338,0,0,10.13,-0.25,0,0.02
4083880563,0,0,0.177022,0,0,0.0104995,0,0,10.13,0.19,0,0.03
4083880663,0,0,0.177039,0,0,0.000839943,0,0,10.13,0,-0.01,0.03
4083880763,0,0,0.176757,0,0,-0.00389097,0,0,10.13,-0.06,0,0.03
4083880863,0,0,0.176428,0,0,-0.00775135,0,0,10.13,-0.13,0,0.01
