timestamp,x,y,theta,vx,vy,omega,leftVel,rightVel,imuYaw,gyroZ,accelX,accelY
4085316939,0,0,0,0,0,-0.0545455,0,0,0,-0.06,0.05,0.04
4085317040,0,0,-0.000591549,0,0,-0.0053662,0,0,0,-0.06,0.04,0.01
4085317146,0,0,-0.000452908,0,0,0.00331229,0,0,0,0.06,0.03,0.02
4085317242,0,0,-0.000419785,0,0,0.00264984,0,0,0,0,0.05,0.02
4085317343,0,0,-0.000751939,0,0,-0.00384184,0,0,0,-0.06,0.03,0.03
4085317443,0,0,-0.000790358,0,0,-0.000307347,0,0,0,0,0.04,0.02
4085317544,0,0,-0.00204742,0,0,-0.0124732,0,0,0,-0.19,0.04,0.01
4085317642,0,0,-0.00217215,0,0,-0.000997854,0,0,0,0,0.03,0.02
4085317742,0,0,-0.00258486,0,0,-0.00396468,0,0,0,-0.06,0.04,0.01
4085317842,0,0,-0.0026245,0,0,-0.000317174,0,0,0,0,0.03,0.03
4085317942,0,0,-0.00262768,0,0,-0.000253739,0,0,0,0,0.04,0.03
4085318042,0,0,-0.00263021,0,0,-0.000202991,0,0,0,0,0.05,0.01
4085318142,0,0,-0.00263224,0,0,-1.62393e-05,0,0,0,0,0.03,0.03
4085318243,0,0,-0.00353748,0,0,-0.0431021,0,0,0,-0.06,0.05,0
4085318342,0,0,-0.00277709,0,0,0.0631298,0,0,0,0.13,0.02,0.05
4085318443,0,0,-0.00210373,0,0,0.00560097,0,0,0,0.06,0.04,0.02
4085318542,0,0,-0.00204772,0,0,0.00448078,0,0,0,0,0.03,0.04
4085318643,0,0,-0.00200291,0,0,0.00358462,0,0,0,0,0.03,0.04
4085318743,0,0,-0.00253714,0,0,-0.0403636,0,0,0,-0.06,0.05,0.03
4085318842,0,0,-0.00294077,0,0,-0.0322909,0,0,0,0,0.05,0.01
4085318943,0,0,-0.00351775,0,0,-0.0483055,0,0,0,-0.06,0.02,0.05
4085319043,0,0,-0.00409969,0,0,-0.00511788,0,0,0,-0.06,0.04,0.01
4085319143,0,0,-0.00459606,0,0,-0.00770014,0,0,0,-0.13,0.03,0.02
4085319243,0,0,-0.00446483,0,0,0.0320914,0,0,0,0.06,0.05,0.03
4085319343,0,0,-0.00404045,0,0,0.0455162,0,0,0,0.06,0.03,0.05
4085319443,0,0,-0.00351527,0,0,0.00500475,0,0,0,0.06,0.04,0.01
4085319543,0,0,-0.00346522,0,0,0.00040038,0,0,0,0,0.02,0.02
4085319643,0,0,-0.00346122,0,0,3.20304e-05,0,0,0,0,0.04,0.01
4085319743,0,0,-0.00399084,0,0,-0.00412486,0,0,0,-0.06,0.04,0.01
4085319843,0,0,-0.00334574,0,0,0.0753705,0,0,0,0.13,0.04,0.04
4085319943,0,0,-0.00259203,0,0,0.00602964,0,0,0,0,0.04,0.01
4085320042,0,0,-0.00293876,0,0,-0.0375053,0,0,0,-0.06,0.05,0.02
4085320143,0,0,-0.00293237,0,0,0.0022776,0,0,0,0.06,0.03,0.01
4085320242,0,0,-0.0029096,0,0,0.00182208,0,0,0,0,0.04,0.03
4085320342,0,0,-0.00326411,0,0,-0.038662,0,0,0,-0.06,0.06,0.02
4085320443,0,0,-0.00298018,0,0,0.0634395,0,0,0,0.13,0.03,0.04
4085320542,0,0,-0.00315913,0,0,-0.00886435,0,0,0,-0.19,0.03,0.03
4085320643,0,0,-0.00324777,0,0,-0.00709148,0,0,0,0,0.05,0.02
4085320742,0,0,-0.00404603,0,0,-0.00867883,0,0,0,-0.13,0.04,0.02
4085320843,0,0,-0.00385869,0,0,0.0323096,0,0,0,0.06,0.05,0.02
4085320942,0,0,-0.0035356,0,0,0.0258477,0,0,0,0,0.05,0.02
4085321043,0,0,-0.00327712,0,0,0.00206782,0,0,0,0,0.04,0.02
4085321143,0,0,-0.00381349,0,0,-0.0040753,0,0,0,-0.06,0.04,0.01
4085321242,0,0,-0.00451544,0,0,-0.00780619,0,0,0,-0.13,0.03,0.01
4085321342,0,0,-0.00459351,0,0,-0.000624495,0,0,0,0,0.04,0.02
4085321442,0,0,-0.00497425,0,0,-0.0393526,0,0,0,-0.06,0.05,0.01
4085321543,0,0,-0.00536778,0,0,-0.0314821,0,0,0,0,0.06,0.02
4085321643,0,0,-0.00510979,0,0,0.0030701,0,0,0,0.06,0.03,0.03
4085321742,0,0,-0.00507908,0,0,0.00245608,0,0,0,0,0.04,0.03
4085321843,0,0,-0.00505452,0,0,0.000196487,0,0,0,0,0.03,0.02
4085321943,0,0,-0.00447376,0,0,0.00414244,0,0,0,0.06,0.04,0.01
4085322043,0,0,-0.00477608,0,0,-0.00340659,0,0,0,-0.06,0.04,0.01
4085322143,0,0,-0.00481014,0,0,-0.000272527,0,0,0,0,0.03,0.02
4085322242,0,0,-0.00481287,0,0,-2.18022e-05,0,0,0,0,0.03,0.01
4085322343,0,0,-0.00425727,0,0,0.0412701,0,0,0,0.06,0.05,0.02
4085322443,0,0,-0.00384457,0,0,0.0330161,0,0,0,0,0.04,0.03
4085322542,0,0,-0.00326321,0,0,0.00485045,0,0,0,0.06,0.02,0.02
4085322643,0,0,-0.00351143,0,0,-0.00336136,0,0,0,-0.06,0.04,0.02
4085322743,0,0,-0.00307523,0,0,0.0074146,0,0,0,0.13,0.03,0.01
4085322843,0,0,-0.00300108,0,0,0.000593168,0,0,0,0,0.04,0
4085322943,0,0,-0.0037632,0,0,-0.0084652,0,0,0,-0.13,0.04,0.02
4085323043,0,0,-0.00357362,0,0,0.00323804,0,0,0,0.06,0.02,0.02
4085323143,0,0,-0.00334846,0,0,0.00358303,0,0,0,0.06,0.04,0
4085323242,0,0,-0.00331262,0,0,0.000286642,0,0,0,0,0.02,0.03
4085323343,0,0,-0.00330976,0,0,0.000229314,0,0,0,0,0.04,0.04
4085323442,0,0,-0.00330747,0,0,0.000183451,0,0,0,0,0.05,0.01
4085323543,0,0,-0.0017671,0,0,0.00919074,0,0,0,0.13,0.03,0.03
4085323643,0,0,-0.00289297,0,0,-0.0109522,0,0,0,-0.19,0.04,0.01
4085323742,0,0,-0.00300249,0,0,-0.00876176,0,0,0,0,0.05,0.05
4085323843,0,0,-0.0021979,0,0,0.00824697,0,0,0,0.13,0.04,0.02
4085323942,0,0,-0.00211543,0,0,0.000659758,0,0,0,0,0.03,0.03
4085324042,0,0,-0.00170605,0,0,0.0395453,0,0,0,0.06,0.04,0.04
4085324143,0,0,-0.0013106,0,0,0.00316362,0,0,0,0,0.03,0.03
4085324243,0,0,-0.0017066,0,0,-0.00385023,0,0,0,-0.06,0.03,0.03
4085324342,0,0,-0.00199726,0,0,-0.0364791,0,0,0,-0.06,0.04,0.06
4085324443,0,0,-0.00246892,0,0,-0.0470275,0,0,0,-0.06,0.05,0.02
4085324543,0,0,-0.00263419,0,0,0.00188195,0,0,0,0.06,0.03,0.03
4085324643,0,0,-0.00243952,0,0,0.00353191,0,0,0,0.06,0.03,0.03
4085324742,0,0,-0.00259055,0,0,-0.00334909,0,0,0,-0.06,0.03,0.03
