azimuth_deg,distance_m,rssi
45.5,0.15,178
45.7,0.152,178
45.9,0.148,178
46.1,0.149,173
46.3,0.149,172
46.5,0.148,161
46.9,2.922,29
47.1,2.913,30
47.3,2.902,31
47.5,2.892,31
47.7,2.884,31
47.9,2.884,31
48.1,2.893,30
48.3,2.904,31
48.5,2.918,30
48.7,2.928,29
48.9,2.94,27
49.1,2.953,27
49.3,2.968,27
49.5,2.982,27
49.7,2.998,28
49.9,3.016,27
50.1,3.025,27
50.3,3.044,27
50.5,3.057,28
50.7,3.072,28
50.9,3.087,28
51.1,3.101,28
51.3,3.117,27
51.5,3.133,27
51.7,3.15,27
51.9,3.166,29
52.1,3.182,29
52.3,3.207,31
52.5,3.261,35
52.7,3.271,40
52.9,3.268,40
53.1,3.263,40
53.3,3.254,41
53.5,3.247,41
53.7,3.24,41
53.9,3.234,42
54.1,3.227,42
54.3,3.221,42
54.5,3.213,42
54.7,3.205,42
54.9,3.2,43
55.1,3.194,43
55.5,3.183,43
55.9,3.168,45
56.1,3.164,44
56.3,3.159,45
56.5,3.15,45
56.7,3.142,46
56.9,3.138,46
57.1,3.133,46
57.3,3.127,46
57.5,3.119,47
57.7,3.113,47
57.9,3.107,48
58.1,3.101,48
58.3,3.096,48
58.5,3.09,48
58.7,3.084,49
58.9,3.079,46
59.1,0.113,166
59.3,0.106,177
59.5,0.102,182
59.7,0.105,183
59.9,0.108,183
60.1,0.106,185
60.3,0.104,187
60.5,0.108,186
60.7,0.111,186
60.9,0.107,189
61.1,0.106,190
61.3,0.105,189
61.5,0.105,189
61.7,0.104,188
61.9,0.104,188
62.1,0.105,188
62.3,0.105,189
62.5,0.106,187
62.7,0.107,187
62.9,0.106,186
63.1,0.103,187
63.3,0.104,184
63.5,0.105,184
63.7,0.102,182
63.9,0.101,180
64.1,0.101,172
64.5,2.894,47
64.7,2.899,39
64.9,2.921,36
65.1,2.964,37
65.3,2.975,42
65.5,2.927,46
65.7,2.912,48
65.9,2.914,43
66.1,2.927,38
66.3,2.998,45
66.5,2.985,48
66.7,2.923,49
66.9,2.91,52
67.1,2.905,49
67.3,2.899,44
67.5,2.885,47
67.7,2.875,51
67.9,2.872,51
68.1,2.879,44
68.3,2.885,39
68.5,2.891,42
68.7,2.902,41
68.9,2.908,38
69.1,2.882,39
69.3,2.868,44
69.5,2.866,49
69.7,2.868,45
69.9,2.872,40
70.3,2.849,45
70.5,2.841,40
70.7,2.815,36
70.9,2.805,44
71.1,2.806,47
71.3,2.811,45
71.5,2.833,39
71.7,2.891,41
71.9,2.899,51
72.1,2.907,50
72.3,2.937,44
72.7,3.051,41
72.9,3.049,41
73.1,3.048,42
73.3,3.045,43
73.5,3.038,43
74.3,2.356,33
74.5,2.352,33
74.7,2.353,32
74.9,2.353,33
75.1,2.354,32
75.3,2.35,31
75.5,2.317,31
75.7,2.302,31
75.9,2.299,31
76.1,2.295,31
76.3,2.295,31
76.5,2.299,32
76.7,2.302,32
76.9,2.302,31
77.1,2.301,31
77.3,2.297,31
77.5,2.294,32
77.7,2.294,31
77.9,2.291,32
78.1,2.287,31
78.3,2.285,31
78.5,2.285,31
78.7,2.282,32
78.9,2.277,32
79.1,2.275,31
79.3,2.273,32
79.5,2.27,32
79.7,2.268,32
79.9,2.265,33
80.1,2.262,33
80.3,2.26,33
80.5,2.257,33
80.7,2.256,33
80.9,2.256,33
81.1,2.259,32
81.3,2.253,33
81.5,2.253,33
81.7,2.253,33
81.9,2.25,33
82.1,2.249,33
82.3,2.248,33
82.5,2.249,34
82.7,2.248,33
82.9,2.248,33
83.1,2.247,33
83.3,2.248,33
83.5,2.248,33
83.7,2.247,34
83.9,2.247,33
84.1,2.247,34
84.3,2.247,34
84.5,2.248,33
84.7,2.248,34
84.9,2.247,33
85.1,2.246,33
85.3,2.241,33
85.5,2.239,33
85.7,2.238,33
85.9,2.235,33
86.1,2.237,33
86.3,2.242,32
86.5,2.257,30
86.7,2.291,30
86.9,2.295,31
87.1,2.293,31
87.3,2.289,32
87.5,2.287,32
87.7,2.285,32
87.9,2.285,33
88.1,2.289,32
88.3,2.324,38
88.9,2.874,60
89.3,2.727,40
89.7,2.418,42
89.9,2.412,43
90.1,2.373,40
90.3,2.318,40
90.5,2.286,37
90.7,2.285,38
90.9,2.296,39
91.1,2.338,45
91.5,2.751,44
91.7,2.758,43
91.9,2.762,44
92.1,2.764,44
92.3,2.768,44
92.5,2.77,44
92.7,2.771,44
92.9,2.772,44
93.1,2.773,44
93.3,2.775,44
93.5,2.777,44
93.7,2.778,43
93.9,2.782,43
94.1,2.784,43
94.3,2.784,43
94.5,2.785,42
94.7,2.789,42
94.9,2.791,42
95.1,2.794,41
95.3,2.796,41
95.5,2.798,42
95.7,2.799,42
95.9,2.8,42
96.1,2.802,42
96.3,2.806,42
96.5,2.808,41
96.7,2.813,40
96.9,2.814,40
97.1,2.817,39
97.3,2.821,40
97.5,2.823,41
97.7,2.825,39
97.9,2.827,39
98.1,2.831,41
98.3,2.841,43
98.5,2.842,42
98.7,2.838,41
98.9,2.839,40
99.1,2.841,41
99.3,2.843,41
99.5,2.858,44
99.7,2.875,44
99.9,2.874,38
100.1,2.867,33
100.3,2.868,33
100.5,2.87,33
100.7,2.874,34
100.9,2.901,42
101.1,2.961,51
101.3,2.99,57
101.5,2.994,57
101.7,2.997,57
101.9,3,57
102.1,3.001,58
102.3,3.001,58
102.5,2.966,57
102.9,2.625,40
103.1,2.556,34
103.3,2.534,37
103.5,2.496,38
103.7,2.466,37
103.9,2.461,37
104.1,2.475,37
104.3,2.52,39
104.7,2.972,37
104.9,3.011,45
105.1,3.001,42
105.3,2.954,36
105.5,2.948,34
105.7,2.948,34
106.1,2.668,35
106.3,2.593,33
106.5,2.587,37
106.7,2.62,47
107.3,3.073,37
107.5,3.055,30
107.7,3.091,40
107.9,3.101,42
108.1,3.111,34
108.3,3.103,29
108.7,2.859,36
108.9,2.812,35
109.1,2.794,35
109.3,2.776,35
109.5,2.761,35
109.7,2.744,36
109.9,2.727,35
110.1,2.716,36
110.3,2.702,35
110.5,2.691,35
110.7,2.68,35
110.9,2.668,35
111.1,2.656,35
111.3,2.647,35
111.5,2.641,36
111.7,2.638,38
111.9,2.637,38
112.1,2.633,40
112.3,2.632,42
112.5,2.631,41
112.7,2.627,41
112.9,2.625,42
113.1,2.625,42
113.3,2.624,41
113.5,2.625,40
113.7,2.627,38
113.9,2.63,39
114.1,2.633,39
114.3,2.637,42
114.5,2.641,44
114.7,2.647,43
114.9,2.654,42
115.1,2.661,41
115.3,2.675,41
115.5,2.697,41
115.7,2.71,44
115.9,2.713,46
116.1,2.717,46
116.3,2.719,43
116.5,2.732,35
117.1,2.958,40
117.3,2.901,33
117.5,2.888,33
117.7,2.888,36
117.9,2.938,47
118.5,3.436,47
118.7,3.446,47
118.9,3.453,47
119.1,3.459,46
119.3,3.467,46
119.5,3.478,46
119.7,3.486,46
119.9,3.494,46
120.1,3.503,45
120.3,3.511,45
120.5,3.518,45
120.7,3.53,45
120.9,3.533,45
121.1,3.508,42
121.3,3.477,40
121.5,3.469,41
121.7,3.468,41
121.9,3.47,41
122.1,3.469,41
122.3,3.469,41
122.5,3.471,40
122.7,3.47,40
122.9,3.47,40
123.1,3.471,41
123.3,3.471,41
123.5,3.471,41
123.7,3.474,41
123.9,3.475,40
124.1,3.475,40
124.3,3.475,40
124.5,3.476,41
124.7,3.476,41
124.9,3.475,41
125.1,3.476,41
125.3,3.477,41
125.5,3.478,41
125.7,3.479,41
125.9,3.48,40
126.1,3.479,41
126.3,3.482,41
126.5,3.484,40
126.7,3.483,40
126.9,3.487,37
127.1,3.491,35
127.3,3.492,35
127.5,3.492,37
127.7,3.492,37
127.9,3.496,34
128.1,3.5,33
128.3,3.496,36
128.5,3.496,37
128.7,3.499,35
128.9,3.5,35
129.1,3.503,36
129.3,3.525,39
129.5,3.505,42
129.9,2.895,53
130.1,2.834,53
130.3,2.8,53
130.5,2.793,53
130.7,2.816,55
131.1,3.446,44
131.3,3.436,43
131.9,2.791,35
132.1,2.788,34
132.3,2.795,34
132.5,2.804,34
132.7,2.84,43
132.9,2.875,44
133.1,2.893,44
133.3,2.877,41
133.5,2.854,34
133.7,2.848,33
133.9,2.853,33
134.1,2.861,32
134.3,2.87,33
134.5,2.89,33
134.7,2.926,38
134.9,2.952,40
135.1,2.989,42
135.3,3.043,46
135.7,3.198,47
135.9,3.198,47
136.1,3.191,47
136.3,3.183,47
136.5,3.168,46
136.7,3.109,40
136.9,3.061,34
137.1,3.05,33
137.3,3.047,33
137.5,3.055,32
137.7,3.089,36
137.9,3.102,45
138.1,3.072,44
138.3,3.033,36
138.5,3.001,33
138.7,2.995,33
138.9,3.009,34
139.1,3.042,42
139.3,3.044,46
139.5,3.024,37
139.7,3.008,31
139.9,3.021,40
140.1,3.023,46
140.3,3.01,38
140.5,2.98,30
140.7,2.991,39
140.9,2.992,49
141.1,2.986,52
141.3,2.978,52
141.5,2.971,52
141.7,2.962,45
141.9,2.948,38
142.1,2.934,31
142.3,2.927,32
142.5,2.918,35
142.7,2.861,35
142.9,2.809,33
143.1,2.81,32
143.5,2.894,33
