azimuth_deg,distance_m,rssi
45.5,0.15,180
45.7,0.15,179
45.9,0.147,178
46.1,0.15,173
46.3,0.144,174
46.5,0.142,166
46.9,2.921,29
47.1,2.911,30
47.3,2.902,31
47.5,2.892,31
47.7,2.885,31
47.9,2.884,31
48.1,2.892,31
48.3,2.904,31
48.5,2.916,31
48.7,2.927,29
48.9,2.939,28
49.1,2.953,28
49.3,2.968,28
49.5,2.98,28
49.7,2.999,28
49.9,3.011,28
50.1,3.022,28
50.3,3.043,28
50.5,3.057,28
50.7,3.071,28
50.9,3.085,28
51.1,3.101,28
51.3,3.116,28
51.5,3.131,27
51.7,3.151,28
51.9,3.167,29
52.1,3.182,29
52.3,3.203,31
52.5,3.261,35
52.7,3.271,40
52.9,3.266,40
53.1,3.26,40
53.3,3.253,41
53.5,3.248,41
53.7,3.241,41
53.9,3.233,42
54.1,3.226,42
54.3,3.219,42
54.5,3.211,42
54.9,3.198,43
55.1,3.192,43
55.5,3.18,44
55.9,3.166,44
56.3,3.158,45
56.5,3.149,45
56.7,3.143,46
56.9,3.136,46
57.1,3.13,46
57.3,3.123,47
57.5,3.119,47
57.7,3.113,47
57.9,3.108,48
58.1,3.102,48
58.3,3.096,48
58.5,3.088,49
58.7,3.082,49
59.1,0.106,171
59.3,0.099,178
59.5,0.105,179
59.7,0.109,182
59.9,0.107,185
60.1,0.105,186
60.3,0.106,185
60.5,0.107,187
60.7,0.108,187
60.9,0.107,189
61.1,0.106,187
61.3,0.104,189
61.5,0.106,187
61.7,0.106,190
61.9,0.105,187
62.1,0.104,189
62.3,0.105,189
62.5,0.106,187
62.7,0.107,186
62.9,0.106,187
63.1,0.103,187
63.3,0.103,187
63.5,0.105,186
63.7,0.102,183
63.9,0.104,178
64.1,0.104,170
64.5,2.892,47
64.7,2.9,38
64.9,2.919,36
65.1,2.969,38
65.3,2.972,43
65.5,2.929,46
65.7,2.912,48
65.9,2.912,44
66.1,2.927,38
66.3,3.003,44
66.5,2.985,48
66.7,2.921,50
66.9,2.91,53
67.1,2.906,49
67.3,2.898,45
67.5,2.883,47
67.7,2.872,51
67.9,2.873,51
68.1,2.88,44
68.3,2.886,40
68.5,2.893,42
68.7,2.903,41
68.9,2.921,39
69.1,2.888,41
69.3,2.873,43
69.5,2.866,48
69.7,2.87,48
69.9,2.872,41
70.1,2.861,41
70.3,2.852,44
70.5,2.841,40
70.7,2.819,36
70.9,2.807,43
71.1,2.809,47
71.3,2.815,45
71.5,2.835,39
71.7,2.892,41
71.9,2.897,50
72.1,2.905,51
72.3,2.932,44
72.7,3.05,41
72.9,3.048,41
73.1,3.047,42
73.3,3.043,42
73.5,3.037,43
74.3,2.356,32
74.5,2.35,33
74.7,2.35,33
74.9,2.351,33
75.1,2.352,33
75.3,2.349,32
75.5,2.32,31
75.7,2.301,31
75.9,2.297,31
76.1,2.295,31
76.3,2.294,32
76.5,2.299,32
76.7,2.3,32
76.9,2.3,31
77.1,2.298,31
77.3,2.296,31
77.5,2.294,31
77.7,2.292,32
77.9,2.288,32
78.1,2.285,32
78.3,2.285,32
78.5,2.283,32
78.7,2.28,32
78.9,2.275,32
79.1,2.273,32
79.3,2.269,32
79.5,2.267,32
79.7,2.265,32
79.9,2.263,33
80.1,2.261,33
80.3,2.257,33
80.5,2.255,33
80.7,2.255,33
80.9,2.253,33
81.1,2.253,33
81.3,2.251,33
81.5,2.25,33
81.7,2.25,33
81.9,2.249,33
82.1,2.248,33
82.3,2.247,34
82.5,2.245,34
82.7,2.245,34
82.9,2.246,33
83.1,2.247,33
83.3,2.245,33
83.5,2.246,33
83.7,2.246,34
83.9,2.246,34
84.1,2.246,34
84.3,2.247,34
84.5,2.245,34
84.7,2.246,33
84.9,2.246,33
85.1,2.244,33
85.3,2.241,33
85.5,2.237,33
85.7,2.236,33
85.9,2.236,33
86.1,2.237,33
86.3,2.242,32
86.5,2.256,30
86.7,2.289,30
86.9,2.293,31
87.1,2.29,31
87.3,2.289,32
87.5,2.287,32
87.7,2.283,32
87.9,2.284,32
88.1,2.287,32
88.3,2.322,39
88.9,2.873,60
89.3,2.721,40
89.7,2.417,42
89.9,2.412,43
90.1,2.372,40
90.3,2.322,39
90.5,2.285,37
90.7,2.283,38
90.9,2.295,40
91.1,2.34,45
91.5,2.749,44
91.7,2.757,44
91.9,2.759,44
92.1,2.761,44
92.3,2.767,44
92.5,2.768,45
92.7,2.768,45
92.9,2.769,45
93.1,2.772,45
93.3,2.775,44
93.5,2.776,44
93.7,2.778,43
93.9,2.779,43
94.1,2.78,43
94.3,2.782,43
94.5,2.784,43
94.7,2.788,42
94.9,2.789,42
95.1,2.791,41
95.3,2.795,41
95.5,2.797,41
95.7,2.798,42
95.9,2.799,42
96.1,2.803,42
96.3,2.805,42
96.5,2.806,41
96.7,2.81,41
96.9,2.812,40
97.1,2.815,40
97.3,2.82,40
97.5,2.821,41
97.7,2.822,40
97.9,2.827,39
98.1,2.831,41
98.3,2.839,43
98.5,2.839,41
98.7,2.838,40
98.9,2.839,40
99.1,2.84,41
99.3,2.842,41
99.5,2.855,44
99.7,2.874,44
99.9,2.874,38
100.1,2.868,33
100.3,2.868,33
100.5,2.869,33
100.7,2.872,34
100.9,2.905,42
101.1,2.959,52
101.3,2.989,57
101.5,2.993,57
101.7,2.996,58
101.9,2.999,58
102.1,2.999,58
102.3,2.999,58
102.9,2.626,40
103.1,2.549,34
103.3,2.532,37
103.5,2.49,38
103.7,2.465,37
103.9,2.458,37
104.1,2.469,37
104.3,2.52,38
104.7,2.972,37
104.9,3.009,45
105.1,2.998,42
105.3,2.949,36
105.5,2.945,34
105.7,2.944,34
106.1,2.664,35
106.3,2.593,34
106.5,2.586,37
106.7,2.62,47
107.3,3.075,36
107.5,3.05,31
107.7,3.087,40
107.9,3.099,42
108.1,3.106,35
108.3,3.101,29
108.7,2.856,36
108.9,2.808,35
109.1,2.792,35
109.3,2.775,35
109.5,2.759,35
109.7,2.745,36
109.9,2.728,35
110.1,2.714,35
110.3,2.7,36
110.5,2.689,35
110.7,2.677,35
