azimuth_deg,distance_m,rssi
45.5,0.15,180
45.7,0.151,179
45.9,0.149,177
46.1,0.15,174
46.3,0.149,171
46.5,0.165,156
46.7,2.933,29
46.9,2.923,30
47.1,2.913,30
47.3,2.902,31
47.5,2.892,31
47.7,2.884,31
47.9,2.882,31
48.1,2.891,30
48.3,2.905,30
48.5,2.919,30
48.7,2.931,29
48.9,2.94,28
49.1,2.954,27
49.3,2.97,28
49.5,2.986,29
49.7,2.997,28
49.9,3.014,28
50.1,3.029,28
50.3,3.044,28
50.5,3.058,28
50.7,3.072,28
50.9,3.086,28
51.1,3.105,28
51.3,3.117,28
51.5,3.135,28
51.7,3.15,28
51.9,3.168,29
52.1,3.183,30
52.3,3.204,30
52.5,3.263,35
52.7,3.271,40
52.9,3.268,40
53.1,3.261,41
53.3,3.256,41
53.5,3.248,41
53.7,3.24,42
53.9,3.232,42
54.1,3.225,42
54.3,3.218,42
54.5,3.214,42
54.9,3.198,43
55.5,3.18,43
55.9,0.119,159
56.1,3.162,45
56.3,3.157,45
56.5,3.15,45
56.7,3.144,45
56.9,3.138,46
57.1,3.131,46
57.3,3.124,47
57.5,3.119,47
57.7,3.113,47
57.9,3.109,48
58.1,3.101,48
58.3,3.095,48
58.5,3.09,49
58.7,3.086,49
59.1,0.11,174
59.3,0.107,174
59.5,0.104,182
59.7,0.106,183
59.9,0.108,184
60.1,0.105,184
60.3,0.106,187
60.5,0.11,186
60.7,0.109,188
60.9,0.108,188
61.1,0.106,188
61.3,0.104,190
61.5,0.104,190
61.7,0.105,189
61.9,0.104,190
62.1,0.105,188
62.3,0.106,189
62.5,0.106,189
62.7,0.108,186
62.9,0.106,187
63.1,0.103,187
63.3,0.104,187
63.5,0.104,184
63.7,0.101,183
63.9,0.105,176
64.1,0.104,172
64.5,2.893,46
64.7,2.901,37
64.9,2.923,36
65.1,2.97,39
65.3,2.955,43
65.5,2.92,47
65.7,2.908,47
65.9,2.912,42
66.1,2.943,39
66.3,3.005,45
66.7,2.916,50
66.9,2.906,53
67.1,2.904,48
67.3,2.894,44
67.5,2.88,47
67.7,2.871,51
67.9,2.873,51
68.1,2.878,44
68.3,2.884,40
68.5,2.892,43
68.7,2.902,41
68.9,2.906,38
69.1,2.882,40
69.3,2.867,44
69.5,2.864,49
69.7,2.865,45
69.9,2.868,39
70.1,2.854,41
70.3,2.845,45
70.5,2.842,44
70.7,2.835,37
70.9,2.803,35
71.1,2.793,44
71.3,2.794,48
71.5,2.797,46
71.7,2.811,40
71.9,2.866,37
72.1,2.875,46
72.3,2.873,53
72.5,2.885,48
72.9,3.043,41
73.1,3.045,42
73.3,3.043,43
73.5,3.036,43
74.3,2.357,33
74.5,2.353,33
74.7,2.352,34
74.9,2.352,33
75.1,2.355,32
75.3,2.349,32
75.5,2.319,31
75.7,2.302,31
75.9,2.298,31
76.1,2.296,31
76.3,2.297,32
76.5,2.3,32
76.7,2.303,32
76.9,2.302,32
77.1,2.3,31
77.3,2.297,31
77.5,2.294,31
77.7,2.292,32
77.9,2.29,31
78.1,2.286,32
78.3,2.284,31
78.5,2.282,32
78.7,2.282,32
78.9,2.277,32
79.1,2.274,32
79.3,2.273,32
79.5,2.269,32
79.7,2.266,32
79.9,2.264,32
80.1,2.262,33
80.3,2.26,33
80.5,2.257,33
80.7,2.256,33
80.9,2.255,33
81.1,2.255,33
81.3,2.253,33
81.5,2.253,34
81.7,2.252,33
81.9,2.251,33
82.1,2.249,33
82.3,2.249,33
82.5,2.249,34
82.7,2.248,33
82.9,2.247,33
83.1,2.247,34
83.3,2.246,33
83.5,2.247,34
83.7,2.246,34
83.9,2.246,34
84.1,2.247,34
84.3,2.249,33
84.5,2.247,34
84.7,2.248,34
84.9,2.248,33
85.1,2.245,33
85.3,2.24,33
85.5,2.237,33
85.7,2.236,33
85.9,2.236,33
86.1,2.236,33
86.3,2.243,32
86.5,2.258,30
86.7,2.289,30
86.9,2.294,31
87.1,2.292,31
87.3,2.29,32
87.5,2.287,32
87.7,2.284,32
87.9,2.285,32
88.1,2.289,32
88.3,2.331,39
88.9,2.873,60
89.3,2.724,40
89.7,2.417,43
89.9,2.412,43
90.1,2.371,40
90.3,2.317,39
90.5,2.288,37
90.7,2.286,38
90.9,2.296,40
91.1,2.344,45
91.5,2.747,44
91.7,2.757,44
91.9,2.761,44
92.1,2.765,44
92.3,2.768,44
92.5,2.77,44
92.7,2.771,45
92.9,2.772,45
93.1,2.774,44
93.3,2.776,44
93.5,2.779,44
93.7,2.78,44
93.9,2.782,43
94.1,2.783,43
94.3,2.783,43
94.5,2.784,43
94.7,2.788,42
94.9,2.79,42
95.1,2.793,42
95.3,2.796,41
95.5,2.798,42
95.7,2.799,42
95.9,2.801,42
96.1,2.801,42
96.3,2.804,42
96.5,2.809,41
96.7,2.813,41
96.9,2.814,40
97.1,2.818,39
97.3,2.821,40
97.5,2.823,41
97.7,2.824,40
97.9,2.826,39
98.1,2.831,41
98.3,2.841,43
98.5,2.841,41
98.7,2.838,40
98.9,2.838,40
99.1,2.84,41
99.3,2.843,42
99.5,2.857,44
99.7,2.876,44
99.9,2.872,38
100.1,2.867,33
100.3,2.868,33
100.5,2.87,33
100.7,2.874,35
100.9,2.911,42
101.1,2.964,52
101.3,2.989,57
101.5,2.993,58
101.7,2.996,58
101.9,2.998,58
102.1,3,58
102.3,3,58
102.9,2.629,39
103.1,2.553,34
103.3,2.534,38
103.5,2.491,38
103.7,2.467,38
103.9,2.46,38
104.1,2.471,38
104.3,2.518,39
104.7,2.969,37
104.9,3.01,45
105.1,2.995,42
105.3,2.952,36
105.5,2.947,34
105.7,2.942,34
106.1,2.666,35
106.3,2.593,34
106.5,2.59,37
106.7,2.618,47
107.3,3.078,36
107.5,3.055,31
107.7,3.089,41
107.9,3.099,42
108.1,3.107,35
108.3,3.102,29
108.7,2.857,36
108.9,2.813,35
109.1,2.794,35
109.3,2.778,35
109.5,2.76,35
109.7,2.747,36
109.9,2.727,36
110.1,2.715,36
110.3,2.7,35
110.5,2.69,35
110.7,2.681,35
110.9,2.667,35
111.1,2.657,35
111.3,2.649,36
111.5,2.642,36
111.7,2.637,39
111.9,2.634,38
112.1,2.632,40
112.3,2.633,42
112.5,2.629,42
112.7,2.627,41
112.9,2.625,42
113.1,2.624,42
113.3,2.624,41
113.5,2.624,40
113.7,2.626,38
113.9,2.63,39
114.1,2.631,39
114.3,2.637,42
114.5,2.641,45
114.7,2.647,43
114.9,2.654,42
115.1,2.662,42
115.3,2.675,41
115.5,2.698,42
115.7,2.709,44
115.9,2.715,46
116.1,2.716,46
116.3,2.719,43
116.5,2.734,35
116.9,2.97,40
117.1,2.955,39
117.3,2.903,33
117.5,2.889,33
117.7,2.889,36
117.9,2.937,47
118.5,3.436,47
118.7,3.445,46
118.9,3.452,47
119.1,3.46,46
119.3,3.468,46
119.5,3.478,46
119.7,3.487,46
119.9,3.494,46
120.1,3.503,46
120.3,3.51,45
120.5,3.518,46
120.7,3.529,46
120.9,3.533,45
121.1,3.507,43
121.3,3.475,40
121.5,3.468,41
121.7,3.468,41
121.9,3.47,41
122.1,3.469,41
122.3,3.469,42
122.5,3.469,41
122.7,3.471,40
122.9,3.472,41
123.1,3.472,41
123.3,3.471,41
123.5,3.471,41
123.7,3.473,41
123.9,3.474,40
124.1,3.474,39
124.3,3.474,40
124.5,3.473,41
124.7,3.474,41
124.9,3.476,41
