azimuth_deg,distance_m,rssi
45.5,0.222,166
45.7,0.222,165
45.9,0.22,162
46.1,0.216,162
46.3,0.21,162
46.5,0.21,158
46.7,0.206,158
46.9,0.2,163
47.1,0.203,161
47.3,0.202,163
47.5,0.204,162
47.7,0.204,161
47.9,0.206,160
48.1,0.207,158
48.3,0.205,159
48.5,0.2,160
48.7,0.201,158
48.9,0.2,159
49.1,0.2,158
49.3,0.198,157
49.5,0.198,159
49.7,0.2,159
49.9,0.21,155
50.1,0.217,151
50.3,0.222,153
50.7,0.342,137
50.9,0.374,133
51.1,0.383,137
51.3,0.385,135
51.5,0.385,132
51.7,0.381,133
51.9,0.375,136
52.1,0.369,135
52.3,0.36,137
52.5,0.349,137
52.7,0.338,140
52.9,0.326,143
53.1,0.32,141
53.3,0.307,145
53.5,0.289,146
53.7,0.263,152
53.9,0.256,149
54.1,0.232,156
54.3,0.222,158
54.5,0.219,155
54.7,0.215,157
54.9,0.207,160
55.1,0.201,161
55.3,0.199,159
55.5,0.196,160
55.7,0.193,163
55.9,0.197,162
56.1,0.195,160
56.3,0.196,160
56.5,0.196,161
56.7,0.192,165
56.9,0.193,164
57.1,0.188,165
57.3,0.186,165
57.5,0.186,167
57.7,0.191,165
57.9,0.191,166
58.1,0.187,168
58.3,0.188,165
58.5,0.19,165
58.7,0.19,166
58.9,0.187,167
59.1,0.187,166
59.3,0.187,166
59.5,0.188,166
59.7,0.187,163
59.9,0.186,163
60.1,0.187,166
60.3,0.186,165
60.5,0.186,163
60.7,0.189,162
60.9,0.188,164
61.1,0.187,163
61.3,0.188,162
61.5,0.189,160
61.7,0.187,161
61.9,0.186,165
62.1,0.184,165
62.3,0.179,167
62.5,0.179,167
62.7,0.176,170
62.9,0.172,171
63.1,0.17,173
63.3,0.173,172
63.5,0.175,174
63.7,0.178,173
63.9,0.177,174
64.1,0.174,175
64.3,0.174,175
64.5,0.174,174
64.7,0.175,175
64.9,0.174,176
65.1,0.175,173
65.3,0.173,173
65.5,0.172,173
65.7,0.17,173
65.9,0.179,170
66.1,0.174,169
66.3,0.172,168
66.5,0.161,168
66.7,0.17,157
67.1,3.151,34
67.3,3.142,36
67.5,3.137,36
67.7,3.128,37
67.9,3.123,38
68.1,3.115,39
68.3,3.109,39
68.5,3.102,39
68.7,3.097,39
68.9,3.088,37
69.1,3.084,35
69.3,3.079,38
69.5,3.076,39
69.7,3.073,39
69.9,3.072,39
70.1,3.038,37
70.3,3.006,37
70.5,2.999,38
70.7,3.003,37
70.9,3.01,34
71.1,3.004,32
71.3,2.975,34
71.5,2.968,39
71.7,2.967,41
71.9,2.973,40
72.1,2.986,36
72.3,3.003,32
72.5,2.963,32
72.7,2.928,36
72.9,2.921,44
73.1,2.922,46
73.3,2.933,39
73.5,2.982,34
73.7,2.953,36
73.9,2.922,40
74.1,2.908,46
74.3,2.908,45
74.5,2.915,38
74.7,2.935,34
74.9,2.988,38
75.1,3.019,42
75.3,2.952,44
75.5,2.933,45
75.7,2.929,45
75.9,2.935,40
76.3,3.026,43
76.7,2.929,47
76.9,2.926,51
77.1,2.925,45
77.3,2.905,42
77.5,2.896,48
77.7,2.894,52
77.9,2.896,47
78.1,2.899,40
78.3,2.916,36
78.5,2.928,37
78.7,2.94,37
78.9,2.908,40
79.1,2.892,44
79.3,2.888,49
79.5,2.889,48
79.7,2.891,41
79.9,2.885,40
80.1,2.871,44
80.3,2.864,46
80.5,2.855,40
80.7,2.825,38
80.9,2.817,46
81.1,2.817,45
81.3,2.826,39
81.5,2.847,38
81.7,2.898,39
81.9,2.903,45
82.1,2.908,46
82.3,2.925,43
82.7,3.072,39
82.9,3.072,39
83.1,3.07,39
83.3,3.067,40
83.5,0.134,166
83.7,0.131,173
83.9,0.134,177
84.1,0.133,177
84.3,0.131,182
84.5,0.135,181
84.7,0.136,181
84.9,0.135,183
85.1,0.135,182
85.3,0.134,183
85.5,0.134,183
85.7,0.134,183
85.9,0.134,182
86.1,0.133,182
86.3,0.134,183
86.5,0.132,183
86.7,0.129,182
86.9,0.132,178
87.1,0.131,177
87.3,0.131,174
87.5,0.132,164
87.7,2.312,31
87.9,2.308,32
88.1,2.306,32
88.3,2.306,32
88.5,2.303,32
88.7,2.301,32
88.9,2.3,32
89.1,2.298,32
89.3,2.295,32
89.5,2.294,32
89.7,2.291,32
89.9,2.29,33
90.1,2.288,32
90.3,2.286,32
90.5,2.284,33
90.7,2.282,33
90.9,2.282,33
91.1,2.283,32
91.3,2.28,32
91.5,2.279,32
91.7,2.28,32
91.9,2.28,32
92.1,2.278,32
92.3,2.276,32
92.5,2.277,33
92.7,2.276,33
92.9,2.276,32
93.1,2.274,32
93.3,2.275,32
93.5,2.275,32
93.7,2.275,33
93.9,2.274,33
94.1,2.274,33
94.3,2.273,33
94.5,2.271,32
94.7,2.268,33
94.9,2.267,34
95.1,2.265,33
95.3,2.262,33
95.5,2.259,33
95.7,2.26,33
95.9,2.262,33
96.1,2.27,32
96.3,2.286,29
96.5,2.319,30
96.7,2.322,31
96.9,2.319,31
97.1,2.315,32
97.3,2.313,32
97.5,2.312,33
97.7,2.314,33
97.9,2.317,33
98.7,2.873,53
98.9,2.787,44
99.1,2.73,40
99.5,2.434,41
99.7,2.398,39
99.9,2.331,38
100.1,2.308,39
100.3,2.303,43
100.5,2.302,43
100.7,2.308,40
100.9,2.345,42
101.5,2.792,42
101.7,2.795,43
101.9,2.796,41
102.1,2.795,41
102.3,2.803,44
102.5,2.81,45
102.7,2.815,45
102.9,2.81,42
103.1,2.808,39
103.3,2.811,40
103.5,2.814,39
103.7,2.818,37
103.9,2.828,41
104.1,2.85,47
104.3,2.861,50
104.5,2.867,51
104.7,2.874,51
104.9,2.882,51
105.1,2.888,51
105.3,2.891,52
105.5,2.887,47
105.7,2.868,40
105.9,2.855,34
106.1,2.869,38
106.3,2.877,37
106.5,2.875,34
106.7,2.899,39
106.9,2.936,48
107.1,2.941,53
107.3,2.921,41
107.5,2.891,33
107.7,2.926,40
107.9,2.954,51
108.1,2.957,49
108.3,2.891,42
108.5,2.867,40
108.7,2.866,41
108.9,2.87,42
109.1,2.903,48
109.3,2.964,51
109.5,2.976,39
109.9,2.89,29
110.1,2.879,29
110.3,2.879,29
110.5,2.892,29
110.7,2.965,35
110.9,2.99,44
111.1,3.014,51
111.3,3.024,55
111.5,3.027,55
111.7,3.028,55
111.9,3.03,55
112.1,3.029,55
112.5,2.671,43
112.9,2.569,36
113.1,2.568,38
113.3,2.587,37
113.7,2.912,30
113.9,2.903,30
114.1,2.896,29
114.3,2.9,29
114.7,2.968,34
114.9,2.965,33
115.1,2.973,34
115.3,2.973,35
115.7,2.703,36
115.9,2.618,33
116.1,2.612,36
116.3,2.643,46
116.9,3.102,35
117.1,3.115,33
117.3,3.133,44
117.5,3.144,49
117.7,3.147,40
117.9,3.136,33
118.3,2.853,34
118.5,2.831,35
118.7,2.81,35
118.9,2.794,35
119.1,2.778,35
119.3,2.764,35
119.5,2.748,35
119.7,2.735,35
119.9,2.721,34
120.1,2.708,34
120.3,2.697,35
120.5,2.687,35
120.7,2.678,35
120.9,2.669,36
121.1,2.663,38
121.3,2.663,40
121.5,2.664,40
121.7,2.66,41
121.9,2.659,39
122.1,2.655,39
122.3,2.652,40
122.5,2.654,39
122.7,2.654,39
122.9,2.655,38
123.1,2.658,38
123.3,2.66,40
123.5,2.662,39
