azimuth_deg,distance_m,rssi
45.5,0.15,180
45.7,0.152,178
45.9,0.148,177
46.1,0.151,175
46.3,0.151,170
46.5,0.141,165
46.9,2.922,30
47.1,2.913,30
47.3,2.905,31
47.5,2.894,31
47.7,2.885,31
47.9,2.883,31
48.1,2.893,31
48.3,2.904,31
48.5,2.917,30
48.7,2.929,29
48.9,2.943,27
49.1,2.956,28
49.3,2.97,28
49.5,2.984,28
49.7,3,28
49.9,3.014,28
50.1,3.025,27
50.3,3.043,28
50.5,3.057,28
50.7,3.071,28
50.9,3.086,28
51.1,3.102,28
51.3,3.115,28
51.5,3.132,27
51.7,3.152,28
51.9,3.17,29
52.1,3.183,30
52.3,3.203,30
52.5,3.258,35
52.7,3.272,39
52.9,3.267,41
53.1,3.262,41
53.3,3.253,41
53.5,3.248,41
53.7,3.239,42
53.9,3.233,42
54.1,3.227,42
54.3,3.219,43
54.5,3.215,42
54.7,3.209,43
55.1,3.191,43
55.5,3.182,43
55.7,3.176,44
55.9,3.169,45
56.1,3.163,45
56.3,3.157,46
56.5,3.149,45
56.7,3.144,46
56.9,3.139,46
57.1,3.132,47
57.3,3.124,47
57.5,3.119,47
57.7,3.114,47
57.9,3.111,48
58.1,3.104,48
58.3,3.097,48
58.5,3.09,49
58.7,3.083,49
59.1,0.109,170
59.3,0.102,178
59.5,0.102,182
59.7,0.104,184
59.9,0.109,184
60.1,0.108,185
60.3,0.108,186
60.5,0.11,186
60.7,0.11,186
60.9,0.109,188
61.1,0.109,187
61.3,0.107,187
61.5,0.106,189
61.7,0.106,189
61.9,0.107,187
62.1,0.107,189
62.3,0.108,187
62.5,0.108,187
62.7,0.109,187
62.9,0.109,187
63.1,0.103,187
63.3,0.103,185
63.5,0.108,183
63.7,0.104,182
63.9,0.1,177
64.1,0.102,172
64.5,2.891,47
64.7,2.898,39
64.9,2.92,35
65.1,2.958,38
65.3,2.966,43
65.5,2.929,46
65.7,2.913,48
65.9,2.913,44
66.1,2.928,38
66.3,3.004,44
66.5,2.982,49
66.7,2.918,50
66.9,2.91,53
67.1,2.906,49
67.3,2.898,45
67.5,2.885,46
67.7,2.875,51
67.9,2.874,51
68.1,2.879,44
68.3,2.885,40
68.5,2.891,43
68.7,2.902,41
68.9,2.909,38
69.1,2.884,40
69.3,2.869,45
69.5,2.865,48
69.7,2.869,45
69.9,2.871,40
70.1,2.855,42
70.3,2.847,46
70.5,2.84,41
70.7,2.817,36
70.9,2.805,44
71.1,2.805,47
71.3,2.81,45
71.5,2.829,39
71.7,2.887,41
71.9,2.894,51
72.1,2.899,53
72.3,2.927,44
72.7,3.051,41
72.9,3.05,41
73.1,3.048,42
73.3,3.044,43
73.5,3.036,43
74.3,2.356,32
74.5,2.353,33
74.7,2.353,33
74.9,2.353,33
75.1,2.354,33
75.3,2.349,32
75.5,2.319,31
75.7,2.305,31
75.9,2.3,31
76.1,2.297,31
76.3,2.295,32
76.5,2.3,32
76.7,2.303,32
76.9,2.303,31
77.1,2.301,31
77.3,2.298,31
77.5,2.296,31
77.7,2.293,31
77.9,2.29,32
78.1,2.288,32
78.3,2.286,32
78.5,2.284,32
78.7,2.281,32
78.9,2.277,32
79.1,2.276,32
79.3,2.274,32
79.5,2.269,32
79.7,2.268,32
79.9,2.266,33
80.1,2.263,33
80.3,2.26,32
80.5,2.258,33
80.7,2.255,33
80.9,2.255,33
81.1,2.256,33
81.3,2.254,33
81.5,2.251,33
81.7,2.25,33
81.9,2.249,33
82.1,2.249,33
82.3,2.248,33
82.5,2.247,33
82.7,2.248,33
82.9,2.248,34
83.1,2.247,34
83.3,2.247,34
83.5,2.247,34
83.7,2.248,34
83.9,2.247,34
84.1,2.248,34
84.3,2.248,34
84.5,2.247,34
84.7,2.247,33
84.9,2.247,33
85.1,2.245,33
85.3,2.241,33
85.5,2.238,33
85.7,2.237,33
85.9,2.236,34
86.1,2.238,33
86.3,2.243,32
86.5,2.261,30
86.7,2.291,30
86.9,2.295,31
87.1,2.292,31
87.3,2.289,32
87.5,2.286,32
87.7,2.285,32
87.9,2.286,33
88.1,2.288,33
88.3,2.321,35
88.9,2.873,61
89.3,2.73,40
89.7,2.418,43
89.9,2.412,44
90.1,2.377,40
90.3,2.324,40
90.5,2.285,37
90.7,2.285,38
90.9,2.296,38
91.1,2.338,44
91.5,2.75,44
91.7,2.759,44
91.9,2.762,43
92.1,2.764,45
92.3,2.766,44
92.5,2.769,45
92.7,2.77,45
92.9,2.771,45
93.1,2.773,45
93.3,2.775,44
93.5,2.777,43
93.7,2.777,43
93.9,2.781,43
94.1,2.783,43
94.3,2.784,43
94.5,2.787,43
94.7,2.788,42
94.9,2.79,42
95.1,2.793,42
95.3,2.795,41
95.5,2.797,42
95.7,2.797,42
95.9,2.799,42
96.1,2.801,42
96.3,2.803,42
96.5,2.808,41
96.7,2.812,41
96.9,2.814,40
97.1,2.817,40
97.3,2.822,40
97.5,2.823,41
97.7,2.825,39
97.9,2.827,39
98.1,2.832,41
98.3,2.84,43
98.5,2.841,42
98.7,2.839,40
98.9,2.839,40
99.1,2.839,41
99.3,2.843,41
99.5,2.857,44
99.7,2.873,44
99.9,2.872,38
100.1,2.868,34
100.3,2.869,33
100.5,2.87,34
100.7,2.873,34
100.9,2.903,42
101.1,2.962,51
101.3,2.987,57
101.5,2.991,57
101.7,2.995,58
101.9,2.999,58
102.1,3,58
102.3,3,58
102.5,2.964,57
102.9,2.625,41
103.1,2.554,34
103.3,2.536,37
103.5,2.492,39
103.7,2.467,38
103.9,2.462,38
104.1,2.475,37
104.3,2.512,38
104.7,2.97,37
104.9,3.009,45
105.1,2.997,43
105.3,2.955,37
105.5,2.948,34
105.7,2.946,33
106.1,2.674,36
