azimuth_deg,distance_m,rssi
45.5,0.152,179
45.7,0.154,179
45.9,0.155,176
46.1,0.153,175
46.3,0.151,169
46.5,0.147,168
46.9,2.919,28
47.1,2.913,29
47.3,2.903,30
47.5,2.894,31
47.7,2.885,31
47.9,2.885,31
48.1,2.892,30
48.3,2.904,30
48.5,2.918,30
48.7,2.927,28
48.9,2.941,27
49.1,2.956,27
49.3,2.97,27
49.5,2.983,28
49.7,2.997,28
49.9,3.013,27
50.1,3.025,27
50.3,3.043,28
50.5,3.057,28
50.7,3.072,28
50.9,3.085,28
51.1,3.104,28
51.3,3.118,28
51.5,3.134,27
51.7,3.15,28
51.9,3.169,29
52.1,3.184,29
52.3,3.207,30
52.5,3.262,34
52.7,3.272,39
52.9,3.268,40
53.1,3.262,40
53.3,3.254,41
53.5,3.248,41
53.7,3.241,41
53.9,3.233,41
54.1,3.225,42
54.3,3.219,42
54.5,3.213,42
54.7,3.207,42
54.9,3.199,43
55.1,3.193,43
55.3,3.187,43
55.5,3.183,43
55.9,3.168,44
56.3,3.162,45
56.5,0.118,165
56.7,3.146,45
56.9,0.131,159
57.3,3.126,46
57.5,3.12,46
57.7,3.114,46
57.9,3.111,47
58.3,3.095,48
58.5,3.09,48
58.7,3.085,49
58.9,3.075,46
59.1,3.067,42
59.3,3.06,41
59.5,3.059,45
59.7,3.059,46
59.9,3.058,46
60.3,0.105,170
60.5,0.099,176
60.7,0.107,176
60.9,0.104,182
61.1,0.105,185
61.3,0.101,187
61.5,0.102,187
61.7,0.106,185
61.9,0.107,187
62.1,0.105,188
62.3,0.103,190
62.5,0.102,189
62.7,0.101,189
62.9,0.1,191
63.1,0.102,191
63.3,0.104,189
63.5,0.103,190
63.7,0.103,189
63.9,0.104,189
64.1,0.105,189
64.3,0.104,187
64.5,0.101,187
64.7,0.102,187
64.9,0.103,184
65.1,0.1,183
65.3,0.101,181
65.5,0.106,173
65.9,2.912,43
66.1,2.925,38
66.3,2.998,44
66.5,2.987,49
66.7,2.92,50
66.9,2.909,53
67.1,2.907,49
67.3,2.897,45
67.5,2.884,47
67.7,2.875,52
67.9,2.873,52
68.1,2.877,46
68.3,2.884,41
68.5,2.891,43
68.7,2.899,42
68.9,2.908,39
69.1,2.885,41
69.3,2.87,45
69.5,2.865,50
69.7,2.867,47
69.9,2.872,39
70.1,2.856,41
70.3,2.849,46
70.7,2.836,38
70.9,2.807,35
71.1,2.797,44
71.3,2.798,47
71.5,2.803,45
71.7,2.821,39
72.1,2.881,45
72.3,2.882,51
72.5,2.899,46
72.9,3.048,40
73.1,3.05,40
73.3,3.046,41
73.5,3.04,42
74.3,2.359,32
74.5,2.354,33
74.7,2.353,33
74.9,2.355,33
75.1,2.355,33
75.3,2.349,31
75.5,2.323,30
75.7,2.306,31
75.9,2.299,31
76.1,2.297,31
76.3,2.297,31
76.5,2.3,32
76.7,2.303,32
76.9,2.302,31
77.1,2.301,31
77.3,2.298,31
77.5,2.296,31
77.7,2.293,31
77.9,2.291,31
78.1,2.289,32
78.3,2.286,32
78.5,2.283,32
78.7,2.28,32
78.9,2.276,32
79.1,2.274,32
79.3,2.271,32
79.5,2.269,32
79.7,2.267,32
79.9,2.265,32
80.1,2.263,33
80.3,2.262,33
80.5,2.258,33
80.7,2.257,33
80.9,2.256,33
81.1,2.254,33
81.3,2.253,33
81.5,2.252,33
81.7,2.251,33
81.9,2.25,33
82.1,2.249,33
82.3,2.249,34
82.5,2.248,33
82.7,2.249,34
82.9,2.249,33
83.1,2.248,33
83.3,2.247,33
83.5,2.247,34
83.7,2.247,34
83.9,2.246,34
84.1,2.247,34
84.3,2.247,34
84.5,2.248,33
84.7,2.249,34
84.9,2.248,33
85.1,2.247,33
85.3,2.243,33
85.5,2.239,33
85.7,2.237,33
85.9,2.235,34
86.1,2.237,34
86.3,2.245,32
86.5,2.258,30
86.7,2.291,30
86.9,2.295,31
87.1,2.293,31
87.3,2.29,32
87.5,2.29,32
87.7,2.286,33
87.9,2.285,32
88.1,2.29,33
88.3,2.324,38
88.5,2.407,55
88.9,2.873,60
89.3,2.727,40
89.7,2.419,42
89.9,2.414,43
90.1,2.373,40
90.3,2.322,40
90.5,2.289,37
90.7,2.285,38
90.9,2.296,39
91.1,2.34,45
91.5,2.75,44
91.7,2.759,44
91.9,2.762,44
92.1,2.765,44
92.3,2.767,45
92.5,2.769,44
92.7,2.771,45
92.9,2.773,45
93.1,2.774,45
93.3,2.776,44
93.5,2.778,44
93.7,2.778,44
93.9,2.779,44
94.1,2.783,43
94.3,2.785,43
94.5,2.786,42
94.7,2.788,42
94.9,2.79,42
95.1,2.792,41
95.3,2.795,41
95.5,2.797,41
95.7,2.798,42
95.9,2.8,42
96.1,2.801,42
96.3,2.805,42
96.5,2.808,41
96.7,2.811,41
96.9,2.815,40
97.1,2.819,39
97.3,2.82,40
97.5,2.823,41
97.7,2.825,39
97.9,2.826,39
98.1,2.832,41
98.3,2.842,43
98.5,2.842,42
98.7,2.84,40
98.9,2.839,40
99.1,2.841,41
99.3,2.844,41
99.5,2.856,44
99.7,2.875,44
99.9,2.874,38
100.1,2.867,34
100.3,2.868,33
100.5,2.87,34
100.7,2.875,34
100.9,2.9,42
101.1,2.962,51
101.3,2.989,57
101.5,2.993,57
101.7,2.996,58
101.9,2.999,58
102.1,3.001,58
102.3,3.002,58
102.5,2.974,57
102.9,2.631,40
103.1,2.551,34
103.3,2.535,37
103.5,2.495,38
103.7,2.468,38
103.9,2.461,38
104.1,2.472,38
104.3,2.516,39
104.7,2.965,37
104.9,3.01,45
105.1,2.999,43
105.3,2.955,37
105.5,2.947,34
105.7,2.946,33
106.1,2.673,35
106.3,2.597,33
106.5,2.588,37
106.7,2.616,46
107.3,3.076,36
107.5,3.045,30
107.7,3.089,39
107.9,3.101,42
108.1,3.106,35
108.3,3.103,29
108.7,2.858,35
108.9,2.811,35
109.1,2.794,35
109.3,2.778,35
109.5,2.762,35
109.7,2.745,35
109.9,2.728,35
110.1,2.713,36
110.3,2.704,35
110.5,2.692,35
110.7,2.679,35
110.9,2.668,35
111.1,2.659,35
111.3,2.651,35
111.5,2.643,36
111.7,2.639,39
111.9,2.636,38
112.1,2.634,40
112.3,2.633,42
112.5,2.632,41
112.7,2.628,41
112.9,2.624,42
113.1,2.623,42
113.3,2.625,41
113.5,2.626,40
113.7,2.627,38
113.9,2.63,39
114.1,2.633,38
114.3,2.638,42
114.5,2.643,44
114.7,2.646,43
114.9,2.652,42
115.1,2.662,41
115.3,2.675,41
115.5,2.696,41
115.7,2.709,44
115.9,2.716,46
116.1,2.717,46
116.3,2.72,42
116.5,2.731,35
117.1,2.96,40
117.3,2.903,33
117.5,2.891,33
117.7,2.89,35
117.9,2.94,47
118.5,3.436,47
118.7,3.444,47
118.9,3.451,47
119.1,3.459,46
119.3,3.468,47
119.5,3.477,46
119.7,3.488,46
119.9,3.494,46
120.1,3.503,46
120.3,3.511,45
120.5,3.519,45
120.7,3.527,45
120.9,3.533,45
121.1,3.51,43
121.3,3.477,40
121.5,3.471,41
121.7,3.47,41
121.9,3.469,41
122.1,3.469,41
122.3,3.47,41
122.5,3.471,40
122.7,3.471,40
122.9,3.471,41
123.1,3.471,41
123.3,3.473,41
123.5,3.474,41
123.7,3.474,41
123.9,3.474,40
124.1,3.474,39
124.3,3.476,40
124.5,3.476,41
124.7,3.476,41
124.9,3.475,41
125.1,3.476,41
125.3,3.476,41
125.5,3.479,41
125.7,3.48,41
125.9,3.481,40
126.1,3.482,41
126.3,3.482,41
126.5,3.483,41
126.7,3.484,40
126.9,3.488,37
127.1,3.493,35
127.3,3.491,35
127.5,3.49,37
127.7,3.493,37
127.9,3.497,34
128.1,3.5,33
128.3,3.496,36
128.5,3.497,38
128.7,3.499,36
128.9,3.5,35
129.1,3.505,36
129.3,3.525,39
129.5,3.515,42
130.1,2.836,53
130.3,2.798,53
130.5,2.794,53
130.7,2.822,55
131.1,3.447,43
131.3,3.434,43
132.1,2.788,35
132.3,2.795,35
132.5,2.803,35
132.7,2.84,42
132.9,2.875,44
133.1,2.896,44
133.3,2.876,41
133.5,2.854,34
133.7,2.848,33
133.9,2.853,33
134.1,2.861,33
134.3,2.871,33
134.5,2.89,34
