azimuth_deg,distance_m,rssi
45.5,0.149,182
45.7,0.149,179
45.9,0.147,179
46.1,0.148,175
46.3,0.145,171
46.5,0.144,165
46.7,2.928,29
46.9,2.921,29
47.1,2.913,30
47.3,2.902,31
47.5,2.891,31
47.7,2.885,31
47.9,2.882,31
48.1,2.889,31
48.3,2.905,31
48.5,2.916,30
48.7,2.926,29
48.9,2.937,27
49.1,2.954,28
49.3,2.967,28
49.5,2.981,28
49.7,2.997,28
49.9,3.012,28
50.1,3.025,28
50.3,3.042,28
50.5,3.055,28
50.7,3.069,28
50.9,3.088,28
51.1,3.099,28
51.3,3.115,27
51.5,3.131,27
51.7,3.147,28
51.9,3.166,29
52.1,3.18,30
52.3,3.201,30
52.5,3.259,34
52.7,3.271,40
52.9,3.268,40
53.1,3.261,41
53.3,3.253,41
53.5,3.248,41
53.7,3.24,42
53.9,3.232,42
54.1,3.225,42
54.3,3.219,42
54.5,3.212,42
55.1,3.191,43
55.5,3.18,43
55.7,3.177,44
56.1,3.163,45
56.3,3.158,45
56.5,3.152,45
56.7,3.146,46
56.9,3.139,46
57.1,3.132,46
57.3,3.124,47
57.5,3.118,47
57.7,3.113,48
57.9,3.108,48
58.1,3.102,48
58.3,3.096,48
58.5,3.09,49
58.7,3.085,49
58.9,3.079,47
59.1,0.116,167
59.3,0.102,178
59.5,0.107,180
59.7,0.106,183
59.9,0.109,185
60.1,0.104,186
60.3,0.105,186
60.5,0.109,187
60.7,0.109,188
60.9,0.107,188
61.1,0.107,188
61.3,0.105,188
61.5,0.105,189
61.7,0.105,189
61.9,0.104,189
62.1,0.105,188
62.3,0.106,190
62.5,0.107,188
62.7,0.107,188
62.9,0.106,187
63.1,0.103,187
63.3,0.104,184
63.5,0.103,185
63.7,0.1,184
63.9,0.1,180
64.1,0.103,173
64.5,2.894,46
64.7,2.899,38
64.9,2.918,36
65.1,2.955,38
65.3,2.962,43
65.5,2.923,46
65.7,2.912,47
65.9,2.912,43
66.1,2.935,38
