timestamp,x,y,theta,vx,vy,omega,leftVel,rightVel,imuYaw,gyroZ,accelX,accelY
4160084462,0,0,-0.379041,0,0,-0.0514707,0,0,338.25,-0.06,-0.01,-0.06
4160084562,0,0,-0.377652,0,0,-0.0193767,0,0,338.25,-0.06,-0.01,-0.07
4160084663,0,0,-0.379158,0,0,0.0867215,0,0,338.25,0.19,-0.03,-0.06
4160084762,0,0,-0.377538,0,0,0.0533529,0,0,338.25,0,-0.01,-0.08
4160084862,0,0,-0.376952,0,0,0.116122,0,0,338.25,0,-0.01,-0.06
4160084963,0,0,-0.377571,0,0,-0.0076959,0,0,338.25,-0.06,-0.03,-0.09
4160085062,0,0,-0.378826,0,0,-0.0255477,0,0,338.25,-0.06,-0.02,-0.08
4160085162,0,0,-0.379409,0,0,0.00767448,0,0,338.25,0,-0.01,-0.08
4160085262,0,0,-0.380038,0,0,-0.0206127,0,0,338.25,0,0.01,-0.06
4160085363,0,0,-0.379488,0,0,-0.0436737,0,0,338.25,-0.06,-0.01,-0.09
4160085462,0,0,-0.37923,0,0,0.0220278,0,0,338.25,0,-0.01,-0.07
4160085562,0,0,-0.379765,0,0,-0.0307742,0,0,338.25,-0.06,-0.02,-0.07
4160085662,0,0,-0.380165,0,0,0.0138089,0,0,338.25,0,-0.01,-0.06
4160085762,0,0,-0.379204,0,0,0.0226949,0,0,338.25,0,0,-0.07
4160085862,0,0,-0.378218,0,0,0.0507155,0,0,338.25,0.06,-0.02,-0.08
4160085963,0,0,-0.380158,0,0,-0.0496296,0,0,338.25,-0.06,-0.02,-0.08
4160086063,0,0,-0.379643,0,0,-0.00417806,0,0,338.25,0.06,0,-0.08
4160086162,0,0,-0.378676,0,0,0.0375459,0,0,338.25,0,-0.01,-0.08
4160086262,0,0,-0.38068,0,0,0.00136312,0,0,338.25,0,-0.01,-0.08
4160086362,0,0,-0.379138,0,0,-0.00760165,0,0,338.25,0,0,-0.06
4160086462,0,0,-0.379771,0,0,0.0329461,0,0,338.25,0.06,-0.02,-0.07
4160086563,0,0,-0.378484,0,0,-0.0731234,0,0,338.25,-0.13,0,-0.06
4160086663,0,0,-0.379131,0,0,0.0330427,0,0,338.25,0.06,0,-0.08
4160086763,0,0,-0.378325,0,0,0.0504088,0,0,338.25,0.06,-0.01,-0.08
4160086862,0,0,-0.38062,0,0,-0.0401957,0,0,338.25,0,0,-0.07
4160086963,0,0,-0.378365,0,0,0.0695329,0,0,338.25,0.13,-0.01,-0.07
4160087062,0,0,-0.380238,0,0,-0.0382764,0,0,338.25,0,-0.01,-0.07
4160087163,0,0,-0.380172,0,0,0.0177506,0,0,338.25,0.06,0,-0.06
4160087262,0,0,-0.379768,0,0,-0.0474714,0,0,338.25,0,-0.03,-0.07
4160087362,0,0,-0.37976,0,0,0.0593741,0,0,338.25,0.13,-0.01,-0.09
4160087463,0,0,-0.379084,0,0,-0.0944923,0,0,338.25,-0.13,-0.03,-0.06
4160087562,0,0,-0.377436,0,0,0.0693052,0,0,338.25,0,-0.01,-0.07
4160087663,0,0,-0.378751,0,0,-0.0276762,0,0,338.25,-0.06,-0.01,-0.08
4160087763,0,0,-0.378784,0,0,0.0454117,0,0,338.25,0.06,-0.01,-0.06
4160087862,0,0,-0.379128,0,0,-0.0216049,0,0,338.25,0,0,-0.07
4160087963,0,0,-0.378296,0,0,0.0541654,0,0,338.25,0.06,0,-0.07
4160088062,0,0,-0.379164,0,0,-0.0295428,0,0,338.25,-0.06,-0.04,-0.07
4160088162,0,0,-0.377555,0,0,0.0556087,0,0,338.25,0.06,-0.01,-0.07
4160088262,0,0,-0.379116,0,0,-0.0273882,0,0,338.25,0,-0.01,-0.07
4160088363,0,0,-0.379379,0,0,-0.0621666,0,0,338.25,-0.13,-0.01,-0.05
4160088462,0,0,-0.377565,0,0,0.0515346,0,0,338.25,0,-0.02,-0.06
4160088562,0,0,-0.379499,0,0,-0.0299406,0,0,338.25,-0.06,-0.01,-0.06
