timestamp,x,y,theta,vx,vy,omega,leftVel,rightVel,imuYaw,gyroZ,accelX,accelY
4158631691,0,0,-1.45489,0,0,-0.0277827,0,0,276.38,-0.06,-0.03,-0.05
4158631882,0,0,-1.46155,0,0,-0.098733,0,0,276.38,-0.13,-0.03,-0.07
4158632084,0,0,-1.45936,0,0,0.082713,0,0,276.38,0.13,-0.04,-0.08
4158632284,0,0,-1.45837,0,0,0.0246757,0,0,276.38,0,-0.05,-0.05
4158632454,0,0,-1.45996,0,0,-0.0612258,0,0,276.38,-0.06,-0.01,-0.07
4158632645,0,0,-1.46225,0,0,-0.0793041,0,0,276.38,0,-0.03,-0.05
4158632845,0,0,-1.46298,0,0,-0.0978858,0,0,276.38,0,-0.03,-0.06
4158633046,0,0,-1.45906,0,0,0.0212902,0,0,276.38,0,-0.04,-0.06
4158633257,0,0,-1.45951,0,0,-0.0367576,0,0,276.38,-0.06,-0.05,-0.07
4158633459,0,0,-1.45922,0,0,0.0171919,0,0,276.38,0,-0.03,-0.07
4158633661,0,0,-1.45831,0,0,0.0338433,0,0,276.38,0,-0.03,-0.08
4158633863,0,0,-1.45907,0,0,0.0463331,0,0,276.38,0.06,-0.06,-0.06
4158634064,0,0,-1.45958,0,0,-0.0209044,0,0,276.38,-0.06,-0.03,-0.05
4158634265,0,0,-1.45747,0,0,0.0375785,0,0,276.38,0.06,-0.03,-0.04
4158634464,0,0,-1.45917,0,0,0.0113074,0,0,276.38,0.06,-0.05,-0.07
4158634665,0,0,-1.45931,0,0,0.048433,0,0,276.38,0.06,-0.04,-0.06
4158634856,0,0,-1.45865,0,0,0.0311027,0,0,276.38,0,-0.04,-0.05
4158635057,0,0,-1.45808,0,0,0.052232,0,0,276.38,0.06,-0.02,-0.07
4158635257,0,0,-1.45994,0,0,-0.0370023,0,0,276.38,0,-0.04,-0.08
4158635447,0,0,-1.45732,0,0,-0.0178764,0,0,276.38,-0.06,-0.02,-0.06
4158635638,0,0,-1.46047,0,0,-0.0690329,0,0,276.38,0,-0.06,-0.07
4158635839,0,0,-1.46051,0,0,0.0158038,0,0,276.38,0.06,-0.05,-0.06
4158636042,0,0,-1.46138,0,0,-0.0552572,0,0,276.38,-0.06,-0.03,-0.07
4158636246,0,0,-1.4583,0,0,0.0993393,0,0,276.38,0.13,-0.02,-0.06
4158636436,0,0,-1.45676,0,0,0.0703958,0,0,276.38,0.06,-0.03,-0.06
4158636646,0,0,-1.46112,0,0,-0.0611365,0,0,276.38,0,-0.05,-0.06
4158636847,0,0,-1.46106,0,0,-0.103071,0,0,276.38,-0.13,-0.04,-0.06
4158637067,0,0,-1.4582,0,0,0.0730825,0,0,276.38,0,-0.03,-0.06
4158637268,0,0,-1.45899,0,0,0.0823444,0,0,276.38,0.13,-0.04,-0.06
4158637458,0,0,-1.45995,0,0,0.0359104,0,0,276.38,0.06,-0.06,-0.05
4158637649,0,0,-1.45747,0,0,0.0543202,0,0,276.38,0.06,-0.02,-0.07
4158637850,0,0,-1.45793,0,0,-0.043853,0,0,276.38,-0.13,-0.04,-0.06
4158638050,0,0,-1.46006,0,0,-0.0789644,0,0,276.38,-0.13,-0.02,-0.05
4158638251,0,0,-1.45886,0,0,-0.00246036,0,0,276.38,-0.06,-0.04,-0.08
4158638452,0,0,-1.45842,0,0,-0.0192291,0,0,276.38,-0.06,-0.04,-0.04
4158638652,0,0,-1.4601,0,0,-0.0490847,0,0,276.38,0,-0.05,-0.04
4158638854,0,0,-1.45997,0,0,-0.0792445,0,0,276.38,-0.13,-0.05,-0.06
4158639060,0,0,-1.45959,0,0,-0.00185958,0,0,276.38,-0.06,-0.02,-0.04
4158639258,0,0,-1.45968,0,0,-0.0193028,0,0,276.38,0,-0.06,-0.08
4158639458,0,0,-1.45795,0,0,0.0932251,0,0,276.38,0.13,-0.05,-0.06
4158639660,0,0,-1.45972,0,0,-0.0326344,0,0,276.38,-0.06,-0.02,-0.05
4158639870,0,0,-1.45829,0,0,0.0428165,0,0,276.38,0,-0.03,-0.05
4158640051,0,0,-1.45903,0,0,0.0656377,0,0,276.38,0.13,-0.03,-0.07
4158640242,0,0,-1.45964,0,0,-0.00388897,0,0,276.38,0,-0.03,-0.06
4158640433,0,0,-1.45879,0,0,-0.0276342,0,0,276.38,-0.06,-0.03,-0.05
4158640623,0,0,-1.45787,0,0,0.053525,0,0,276.38,0,-0.03,-0.08
4158640823,0,0,-1.45738,0,0,0.0559656,0,0,276.38,0,-0.05,-0.04
4158641034,0,0,-1.45946,0,0,0.127656,0,0,276.38,0.19,-0.04,-0.05
4158641236,0,0,-1.4595,0,0,0.0251259,0,0,276.38,0.06,-0.03,-0.06
4158641428,0,0,-1.4589,0,0,0.0333287,0,0,276.38,0.06,-0.02,-0.07
4158641630,0,0,-1.46002,0,0,0.0152366,0,0,276.38,0,-0.03,-0.05
4158641831,0,0,-1.45884,0,0,0.0878935,0,0,276.38,0.13,-0.04,-0.06
4158642033,0,0,-1.4591,0,0,-0.0250706,0,0,276.38,-0.06,-0.06,-0.05
4158642232,0,0,-1.46207,0,0,-0.120587,0,0,276.38,0,-0.03,-0.08
4158642434,0,0,-1.46068,0,0,0.0315664,0,0,276.38,0.06,-0.04,-0.06
4158642623,0,0,-1.45948,0,0,0.0267582,0,0,276.38,0,-0.05,-0.08
4158642814,0,0,-1.46007,0,0,-0.024331,0,0,276.38,-0.06,-0.04,-0.06
4158643014,0,0,-1.45845,0,0,0.00430447,0,0,276.38,0,-0.02,-0.03
4158643216,0,0,-1.45968,0,0,0.0522883,0,0,276.38,0.13,-0.04,-0.06
4158643406,0,0,-1.4587,0,0,0.0493507,0,0,276.38,0.06,-0.04,-0.08
4158643608,0,0,-1.4588,0,0,0.0451396,0,0,276.38,0.06,-0.03,-0.06
4158643798,0,0,-1.45874,0,0,0.070972,0,0,276.38,0.13,-0.04,-0.07
4158643999,0,0,-1.45915,0,0,-0.0480304,0,0,276.38,-0.06,-0.05,-0.07
4158644202,0,0,-1.46208,0,0,-0.136401,0,0,276.38,-0.19,-0.01,-0.08
4158644404,0,0,-1.46147,0,0,-0.0789669,0,0,276.38,0,-0.04,-0.05
